Patient_ID,Tumor_Barcode,Allele,Neo_Bound_Count,Self_Bound_Count,Neo_Total_Conc,Self_Total_Conc,Neo_WtMean_Stab,Self_WtMean_Stab,Binding_Threshold_Score,Concentration_Ratio_Score,Stability_Ratio_Score
AL4602,AL4602_T,A0301,302,1941295,786.5325655789396,7137155.340066903,0.22339004041180185,0.22450921641369842,Probability(1.5554206150915974E-4),Probability(1.1019038535387588E-4),Probability(1.0964114770704683E-4)
AL4602,AL4602_T,A3201,296,1933966,786.5325655789396,7137155.340066903,0.18408522683641923,0.17699326583061933,Probability(1.5302994113517197E-4),Probability(1.1019038535387588E-4),Probability(1.1460510900163895E-4)
AL4602,AL4602_T,B0801,301,1925891,786.5325655789396,7137155.340066903,0.14482615750693711,0.14476349358723448,Probability(1.5626687266897588E-4),Probability(1.1019038535387588E-4),Probability(1.1023807831913286E-4)
AL4602,AL4602_T,B5101,304,1958406,786.5325655789396,7137155.340066903,0.15305108358006664,0.16132028081166577,Probability(1.5520419051314385E-4),Probability(1.1019038535387588E-4),Probability(1.0454267158155151E-4)
AL4602,AL4602_T,C0702,305,1944282,786.5325655789396,7137155.340066903,0.12287615747575417,0.1223651328255474,Probability(1.56845643830798E-4),Probability(1.1019038535387588E-4),Probability(1.1065051456798023E-4)
AL4602,AL4602_T,C1502,305,1967349,786.5325655789396,7137155.340066903,0.17899323286978266,0.1782484943224088,Probability(1.5500692703087027E-4),Probability(1.1019038535387588E-4),Probability(1.1065071994184452E-4)
AU5884,AU5884_T,A0201,143,1962511,340.005919059673,7140649.964737655,0.22568102306732354,0.374375265838628,Probability(7.286052457539638E-5),Probability(4.761327497403062E-5),Probability(2.8702793156645425E-5)
AU5884,AU5884_T,A2402,142,1962600,340.005919059673,7140649.964737655,0.14669839579958402,0.20181632697319737,Probability(7.234776654292822E-5),Probability(4.761327497403062E-5),Probability(3.4610093202294924E-5)
AU5884,AU5884_T,B1302,139,1957053,340.005919059673,7140649.964737655,0.1566869199304109,0.16950479024291937,Probability(7.102011453143075E-5),Probability(4.761327497403062E-5),Probability(4.401294060139021E-5)
AU5884,AU5884_T,B5101,143,1959494,340.005919059673,7140649.964737655,0.14329302542608682,0.1613211147825761,Probability(7.297269851508213E-5),Probability(4.761327497403062E-5),Probability(4.2292582304690693E-5)
AU5884,AU5884_T,C0602,142,1947696,340.005919059673,7140649.964737655,0.1444222826345326,0.15382678630260171,Probability(7.290133984448399E-5),Probability(4.761327497403062E-5),Probability(4.470247372110407E-5)
AU5884,AU5884_T,C1502,143,1968442,340.005919059673,7140649.964737655,0.16009341076800465,0.1782451459626644,Probability(7.264100864326407E-5),Probability(4.761327497403062E-5),Probability(4.276474687303083E-5)
BL3403,BL3403_T,A0201,191,1961892,286.8635835070481,7137709.852150058,0.3938693984905401,0.37435997307002716,Probability(9.734552513833513E-5),Probability(4.018824817819594E-5),Probability(4.228253318569698E-5)
BL3403,BL3403_T,A2601,193,1952518,286.8635835070481,7137709.852150058,0.14386817734479734,0.14844088344329295,Probability(9.883695027067497E-5),Probability(4.018824817819594E-5),Probability(3.89503015599203E-5)
BL3403,BL3403_T,B3501,186,1940330,286.8635835070481,7137709.852150058,0.2870981226778591,0.2563090710231816,Probability(9.585079432480846E-5),Probability(4.018824817819594E-5),Probability(4.501563233465665E-5)
BL3403,BL3403_T,B4402,189,1919034,286.8635835070481,7137709.852150058,0.24277829407395396,0.2450159650885659,Probability(9.847735255361153E-5),Probability(4.018824817819594E-5),Probability(3.9821233330829176E-5)
BL3403,BL3403_T,C0401,192,1955880,286.8635835070481,7137709.852150058,0.13582727990782298,0.12862616978532068,Probability(9.815589610198398E-5),Probability(4.018824817819594E-5),Probability(4.243808364840542E-5)
BL3403,BL3403_T,C0501,189,1958645,286.8635835070481,7137709.852150058,0.1556773421357424,0.1438625768283134,Probability(9.648597073565192E-5),Probability(4.018824817819594E-5),Probability(4.348857882562571E-5)
BLADDER-15330_CCPM_0700629,BLADDER-15330_CCPM_0700629-Tumor-SM-AVI1C,A1101,581,1916643,1482.6234448345588,6770418.706583034,0.41776535287172345,0.3289476621545035,Probability(3.0304231534760675E-4),Probability(2.1893754391552205E-4),Probability(2.7803545751228304E-4)
BLADDER-15330_CCPM_0700629,BLADDER-15330_CCPM_0700629-Tumor-SM-AVI1C,A3201,584,1907827,1482.6234448345588,6770418.706583034,0.17569158602872142,0.17680448687497954,Probability(3.060137465147707E-4),Probability(2.1893754391552205E-4),Probability(2.1755973517027793E-4)
BLADDER-15330_CCPM_0700629,BLADDER-15330_CCPM_0700629-Tumor-SM-AVI1C,B4402,586,1892535,1482.6234448345588,6770418.706583034,0.22244134945726288,0.2446248609059838,Probability(3.095417567075744E-4),Probability(2.1893754391552205E-4),Probability(1.99087408628391E-4)
BLADDER-15330_CCPM_0700629,BLADDER-15330_CCPM_0700629-Tumor-SM-AVI1C,C0501,606,1931687,1482.6234448345588,6770418.706583034,0.13236833585999339,0.14367794732515024,Probability(3.1361703426964753E-4),Probability(2.1893754391552205E-4),Probability(2.0170734849838298E-4)
BLADDER-15330_CCPM_0700691,BLADDER-15330_CCPM_0700691-Tumor-SM-AVI13,A0101,371,1917084,1136.0977043111,6771260.501027894,0.184218465143359,0.19310138011906464,Probability(1.934856359080135E-4),Probability(1.6775416025159806E-4),Probability(1.60038485403922E-4)
BLADDER-15330_CCPM_0700691,BLADDER-15330_CCPM_0700691-Tumor-SM-AVI13,B0702,359,1899403,1136.0977043111,6771260.501027894,0.32170866186424507,0.3351198660342912,Probability(1.8897103953021484E-4),Probability(1.6775416025159806E-4),Probability(1.610418664968143E-4)
BLADDER-15330_CCPM_0700691,BLADDER-15330_CCPM_0700691-Tumor-SM-AVI13,C0602,370,1921220,1136.0977043111,6771260.501027894,0.15281440016299686,0.15378262723571445,Probability(1.925488787930828E-4),Probability(1.6775416025159806E-4),Probability(1.6669814341382794E-4)
